No.,allowed,link
1,true,https://epaper.dawn.com
2,true,https://www.dawnnews.tv/watch-live
3,true,https://www.dawnnews.tv
4,true,https://images.dawn.com
5,true,https://herald.dawn.com
6,true,https://aurora.dawn.com
7,true,https://cityfm89.com
8,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
9,true,https://www.dawn.com/advertise
10,true,https://educationexpo.dawn.com
11,true,https://www.dawn.com/events/supplements
12,true,http://classifieds.dawn.com/
13,true,https://obituary.dawn.com
14,true,https://www.dawn.com/
15,true,https://epaper.dawn.com
16,true,//www.dawn.com
17,true,/latest-news
18,true,https://www.dawn.com/trends/gaza-invasion/1
19,true,/pakistan
20,true,/opinion
21,true,/business
22,true,/world
23,true,/entertainment
24,true,/prism
25,true,/sport
26,true,/magazines
27,true,/tech
28,true,/videos
29,true,/popular
30,true,/newspaper
31,true,https://www.dawnrelief.com/
32,true,//www.dawn.com
33,true,/latest-news
34,true,https://www.dawn.com/trends/gaza-invasion/1
35,true,/pakistan
36,true,/opinion
37,true,/business
38,true,/world
39,true,/entertainment
40,true,/prism
41,true,/sport
42,true,/magazines
43,true,/tech
44,true,/videos
45,true,/popular
46,true,/newspaper
47,true,https://www.dawnrelief.com/
48,true,https://www.dawn.com/news/1782470/nawaz-comes-out-of-exile-as-things-go-pml-ns-way
49,true,https://www.dawn.com/news/1782470/nawaz-comes-out-of-exile-as-things-go-pml-ns-way
50,true,https://www.dawn.com/news/1781717/from-airport-to-minar-i-pakistan-a-bumpy-ride-awaits-nawaz
51,true,https://www.dawn.com/news/1782178/punjab-admin-on-its-toes-as-nawaz-faces-threat-alerts
52,true,https://www.dawn.com/news/1782267/crowd-rose-petals-pml-n-gears-up-to-welcome-supremo
53,true,https://www.dawn.com/live/pakistan
54,true,https://www.dawn.com/news/1781789/as-israeli-air-raids-continue-protesters-around-the-world-rally-in-palestinian-solidarity
55,true,https://www.dawn.com/news/1782508/blocking-army-chiefs-selection-imrans-biggest-folly-says-sheikh-rashid
56,true,https://www.dawn.com/news/1782508/blocking-army-chiefs-selection-imrans-biggest-folly-says-sheikh-rashid
57,true,https://www.dawn.com/news/1782466/pm-returns-from-china-with-more-pacts-under-his-belt
58,true,https://www.dawn.com/news/1782466/pm-returns-from-china-with-more-pacts-under-his-belt
59,true,https://www.dawn.com/news/1782521/short-term-inflation-clocks-in-at-354pc
60,true,https://www.dawn.com/news/1782521/short-term-inflation-clocks-in-at-354pc
61,true,https://www.dawn.com/news/1782511/ministry-cracks-down-on-daily-allowance-abuses-by-bureaucrats
62,true,https://www.dawn.com/news/1782511/ministry-cracks-down-on-daily-allowance-abuses-by-bureaucrats
63,true,https://www.dawn.com/news/1782454/shun-hatred-of-muslims-and-jews-biden-urges-americans
64,true,https://www.dawn.com/news/1782454/shun-hatred-of-muslims-and-jews-biden-urges-americans
65,true,https://www.dawn.com/news/1782512/sc-issues-notices-in-bahria-town-karachis-malir-land-case
66,true,https://www.dawn.com/news/1782512/sc-issues-notices-in-bahria-town-karachis-malir-land-case
67,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
68,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
69,true,https://www.dawn.com/news/1782335/sc-to-take-up-pleas-challenging-military-trials-of-civilians-on-oct-23
70,true,https://www.dawn.com/news/1782335/sc-to-take-up-pleas-challenging-military-trials-of-civilians-on-oct-23
71,true,/latest-news
72,true,https://www.youtube.com/c/DawnNewsEnglish
73,true,https://www.youtube.com/watch?v=Mva8bOo_Np8
74,true,https://www.youtube.com/watch?v=Mva8bOo_Np8
75,true,https://www.youtube.com/watch?v=d-2BpOMzCQ4
76,true,https://www.youtube.com/watch?v=d-2BpOMzCQ4
77,true,https://www.youtube.com/watch?v=CJdLV8Wof5c
78,true,https://www.youtube.com/watch?v=CJdLV8Wof5c
79,true,https://www.youtube.com/watch?v=2tRgnc_JVPM
80,true,https://www.youtube.com/watch?v=2tRgnc_JVPM
81,true,https://www.youtube.com/watch?v=yTj4Um--7Vs
82,true,https://www.youtube.com/watch?v=yTj4Um--7Vs
83,true,https://www.youtube.com/watch?v=Tv7FlrLr_ds
84,true,https://www.youtube.com/watch?v=Tv7FlrLr_ds
85,true,https://www.youtube.com/watch?v=7GpkRMJTspI
86,true,https://www.youtube.com/watch?v=7GpkRMJTspI
87,true,https://www.youtube.com/watch?v=Tz02NcHkwZc
88,true,https://www.youtube.com/watch?v=Tz02NcHkwZc
89,true,/live/pakistan
90,true,https://www.dawn.com/live/pakistan#1782573
91,true,https://www.dawn.com/live/pakistan#1782571
92,true,https://www.dawn.com/live/pakistan#1782569
93,true,/must-read
94,true,https://www.dawn.com/news/1782464/the-most-deaths-palestine-has-ever-witnessed
95,true,https://www.dawn.com/news/1782464/the-most-deaths-palestine-has-ever-witnessed
96,true,https://www.dawn.com/news/1782556/editorial-it-is-most-unfortunate-to-see-nawaz-sharif-standing-on-the-wrong-side-of-history-once-again
97,true,https://www.dawn.com/news/1782530
98,true,https://www.dawn.com/news/1782557/in-these-polarising-times-the-cjp-should-be-a-uniting-force-for-the-judiciary
99,true,https://www.dawn.com/news/1782536
100,true,https://www.dawn.com/news/1779291/the-cases-welcoming-pml-n-chief-nawaz-sharif-on-his-return-after-4-year-self-exile
101,true,https://www.dawn.com/news/1779291/the-cases-welcoming-pml-n-chief-nawaz-sharif-on-his-return-after-4-year-self-exile
102,true,https://www.dawn.com/news/1782551/is-big-brother-ready-to-bury-the-hatchet
103,true,https://www.dawn.com/news/1782469
104,true,https://www.dawn.com/news/1782572/good-girls-dont-depend-on-makeup-theyre-born-pretty
105,true,https://aurora.dawn.com/news/1144914/makeup-in-the-age-of-innocence
106,true,https://www.dawn.com/news/1782383/israeli-police-crack-down-on-arab-citizens-expressing-solidarity-with-gaza
107,true,https://www.dawn.com/news/1782383/israeli-police-crack-down-on-arab-citizens-expressing-solidarity-with-gaza
108,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
109,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
110,true,https://www.dawn.com/news/1782340/rather-be-with-them-gaza-students-in-egypt-fear-worst-for-families
111,true,https://www.dawn.com/news/1782340/rather-be-with-them-gaza-students-in-egypt-fear-worst-for-families
112,true,https://www.dawn.com/news/1782314/gaza-and-kashmir-have-become-small-scale-models-of-a-hellish-world-in-the-making-for-our-children
113,true,https://www.dawn.com/news/1782289
114,true,https://www.dawn.com/news/1782351/editorial-high-death-toll-of-journalists-covering-gaza-reflects-disdain-for-civilian-lives-particularly-by-israelis
115,true,https://www.dawn.com/news/1782285
116,true,https://www.dawn.com/sponsor-content
117,true,https://www.dawn.com/news/1781574/saying-goodbye
118,true,https://www.dawn.com/news/1781574/saying-goodbye
119,true,https://www.dawn.com/news/1781102/illegal-migrants-or-refugees?preview
120,true,https://www.dawn.com/news/1781214/illegal-immigrants-or-refugees
121,true,https://www.dawn.com/authors/1521/zahoor
122,true,https://www.dawn.com/authors/8208/imran-siddique
123,true,https://www.dawn.com/authors/3296/iftikhar-shirazi
124,true,https://www.dawn.com/authors/10094/umer-burney
125,true,https://www.dawn.com/authors/380/nasir-iqbal
126,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
127,true,/sport
128,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
129,true,https://www.dawn.com/news/1782298/cartoon-20-october-2023
130,true,/newspaper
131,true,https://www.dawn.com/news/1782298/cartoon-20-october-2023
132,true,https://www.dawn.com/news/1782260/sc-suspends-phc-order-granting-blanket-bail-to-pti-leaders
133,true,/pakistan
134,true,https://www.dawn.com/news/1782260/sc-suspends-phc-order-granting-blanket-bail-to-pti-leaders
135,true,https://www.dawn.com/news/1782249/situationer-indias-garden-city-welcomes-the-world-cup
136,true,/newspaper
137,true,https://www.dawn.com/news/1782249/situationer-indias-garden-city-welcomes-the-world-cup
138,true,https://www.dawn.com/news/1782121/fakhar-zaman-unavailable-for-world-cup-selection-until-next-week-after-suffering-knee-injury
139,true,/sport
140,true,https://www.dawn.com/news/1782121/fakhar-zaman-unavailable-for-world-cup-selection-until-next-week-after-suffering-knee-injury
141,true,/opinion
142,true,https://www.dawn.com/news/1782536/great-expectations
143,true,https://www.dawn.com/news/1782536/great-expectations
144,true,https://www.dawn.com/authors/1164/basil-nabi-malik
145,true,https://www.dawn.com/news/1782535/womens-work-and-growth
146,true,https://www.dawn.com/news/1782535/womens-work-and-growth
147,true,https://www.dawn.com/authors/6389/hadia-majid
148,true,https://www.dawn.com/news/1782534/broken-promises
149,true,https://www.dawn.com/news/1782534/broken-promises
150,true,https://www.dawn.com/authors/164/asghar-soomro
151,true,https://www.dawn.com/news/1782533/water-crisis
152,true,https://www.dawn.com/news/1782533/water-crisis
153,true,https://www.dawn.com/authors/7476/dr-noman-ahmed
154,true,https://www.dawn.com/news/1782290/waste-not-the-crises
155,true,https://www.dawn.com/news/1782290/waste-not-the-crises
156,true,https://www.dawn.com/authors/9300/zafar-mirza
157,true,/newspaper/editorial
158,true,https://www.dawn.com/news/1782530/homecoming
159,true,https://www.dawn.com/news/1782529/stock-market-surge
160,true,https://www.dawn.com/news/1782528/crushing-protest
161,true,https://www.dawn.com/news/1782471/cartoon-21-october-2023
162,true,https://www.dawn.com/authors/675/khurram-husain
163,true,https://www.dawn.com/news/1782013/playing-for-pennies
164,true,https://www.dawn.com/authors/1314/f-s-aijazuddin
165,true,https://www.dawn.com/news/1782012/abrahams-seed
166,true,https://www.dawn.com/authors/4987/ali-tauqeer-sheikh
167,true,https://www.dawn.com/news/1782014/accessing-climate-finance
168,true,https://www.dawn.com/authors/966/zahid-hussain
169,true,https://www.dawn.com/news/1781742/western-media-and-the-war
170,true,https://www.dawn.com/authors/10389/navaira-ali-bangash
171,true,https://www.dawn.com/news/1782011/pink-battle
172,true,/business
173,true,https://www.dawn.com/news/1782521/short-term-inflation-clocks-in-at-354pc
174,true,https://www.dawn.com/news/1782521/short-term-inflation-clocks-in-at-354pc
175,true,https://www.dawn.com/news/1782517/auto-financing-shrinks-for-15th-month
176,true,https://www.dawn.com/news/1782517/auto-financing-shrinks-for-15th-month
177,true,https://www.dawn.com/news/1782514/us-teams-visit-sparks-action-on-shrimp-export-ban
178,true,https://www.dawn.com/news/1782514/us-teams-visit-sparks-action-on-shrimp-export-ban
179,true,https://www.dawn.com/news/1782516/dollar-unchanged-in-interbank-kerb-markets
180,true,https://www.dawn.com/news/1782516/dollar-unchanged-in-interbank-kerb-markets
181,true,https://www.dawn.com/news/1782518/new-un-initiative-aims-to-increase-food-output
182,true,https://www.dawn.com/news/1782518/new-un-initiative-aims-to-increase-food-output
183,true,https://www.dawn.com/news/1782515/bris-initial-phase-helps-end-power-outages-minister
184,true,https://www.dawn.com/news/1782515/bris-initial-phase-helps-end-power-outages-minister
185,true,/sport
186,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
187,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
188,true,https://www.dawn.com/news/1782217/pakistan-look-to-rebound-against-australia-after-painful-india-loss
189,true,https://www.dawn.com/news/1782217/pakistan-look-to-rebound-against-australia-after-painful-india-loss
190,true,https://www.dawn.com/news/1782230/neymar-to-have-surgery-after-rupturing-acl-meniscus
191,true,https://www.dawn.com/news/1782230/neymar-to-have-surgery-after-rupturing-acl-meniscus
192,true,https://www.dawn.com/news/1782228/saad-to-lead-pakistan-u-19-in-sl-one-dayers
193,true,https://www.dawn.com/news/1782228/saad-to-lead-pakistan-u-19-in-sl-one-dayers
194,true,https://www.dawn.com/news/1782231/wild-card-mochizuki-stuns-top-seed-fritz-at-japan-open
195,true,https://www.dawn.com/news/1782231/wild-card-mochizuki-stuns-top-seed-fritz-at-japan-open
196,true,https://www.dawn.com/news/1782303/indias-garden-city-welcomes-the-world-cup
197,true,https://www.dawn.com/news/1782249
198,true,/world
199,true,https://www.dawn.com/news/1782454/shun-hatred-of-muslims-and-jews-biden-urges-americans
200,true,https://www.dawn.com/news/1782454/shun-hatred-of-muslims-and-jews-biden-urges-americans
201,true,https://www.dawn.com/news/1782341/canada-cuts-some-consular-services-in-india-amid-row-over-sikh-leaders-murder
202,true,https://www.dawn.com/news/1782341/canada-cuts-some-consular-services-in-india-amid-row-over-sikh-leaders-murder
203,true,https://www.dawn.com/news/1782460/labour-deals-big-by-election-blows-to-sunak
204,true,https://www.dawn.com/news/1782460/labour-deals-big-by-election-blows-to-sunak
205,true,https://www.dawn.com/news/1782459/us-concerned-about-russia-hungary-ties
206,true,https://www.dawn.com/news/1782459/us-concerned-about-russia-hungary-ties
207,true,https://www.dawn.com/news/1782466/pm-returns-from-china-with-more-pacts-under-his-belt
208,true,https://www.dawn.com/news/1782466/pm-returns-from-china-with-more-pacts-under-his-belt
209,true,https://www.dawn.com/news/1782274/al-jazeera-disputes-israels-claim-about-hospital-strike
210,true,https://www.dawn.com/news/1782274/al-jazeera-disputes-israels-claim-about-hospital-strike
211,true,https://images.dawn.com
212,true,https://www.dawn.com/news/1782366/the-internet-schools-american-actor-sarah-silverman-on-the-plight-of-palestinians
213,true,https://images.dawn.com/news/1192068/the-internet-schools-american-actor-sarah-silverman-on-the-plight-of-palestinians
214,true,https://www.dawn.com/authors/5777/images-staff
215,true,https://www.dawn.com/news/1782322/mtv-europe-music-awards-cancelled-amid-israel-gaza-crisis
216,true,https://images.dawn.com/news/1192067/mtv-europe-music-awards-cancelled-amid-israel-gaza-crisis
217,true,https://www.dawn.com/authors/422/reuters
218,true,https://www.dawn.com/news/1782317/going-loco-for-local-pure-desis-traditional-and-gentle-ubtan-is-here-to-change-your-skincare-game
219,true,https://images.dawn.com/news/1192039/going-loco-for-local-pure-desis-traditional-and-gentle-ubtan-is-here-to-change-your-skincare-game
220,true,https://www.dawn.com/authors/10325/erika-rosemary-bornshin
221,true,/prism
222,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
223,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
224,true,https://www.dawn.com/authors/1707/qasim-a-moini
225,true,https://www.dawn.com/news/1781797/covering-the-gaza-conflict-western-media-and-the-imperfect-search-for-balance
226,true,https://www.dawn.com/news/1781797/covering-the-gaza-conflict-western-media-and-the-imperfect-search-for-balance
227,true,https://www.dawn.com/authors/10678/lawrence-pintak
228,true,https://www.dawn.com/news/1781221/when-mediaeval-threats-become-war-crimes-how-israel-is-breaking-international-laws
229,true,https://www.dawn.com/news/1781221/when-mediaeval-threats-become-war-crimes-how-israel-is-breaking-international-laws
230,true,https://www.dawn.com/authors/10674/ayesha-malik
231,true,/tech
232,true,https://www.dawn.com/news/1782065/disinformation-surge-threatens-to-inflame-passions-amid-israel-gaza-conflict
233,true,https://www.dawn.com/news/1781977
234,true,https://www.dawn.com/news/1782085/sadapay-enables-apple-pay-invoicing-for-freelancers-in-pakistan
235,true,https://www.dawn.com/news/1782085/sadapay-enables-apple-pay-invoicing-for-freelancers-in-pakistan
236,true,https://www.dawn.com/authors/202/dawn-com
237,true,https://www.dawn.com/news/1782000/x-starts-charging-new-users-for-basic-features
238,true,https://www.dawn.com/news/1782000/x-starts-charging-new-users-for-basic-features
239,true,https://www.dawn.com/authors/119/afp
240,true,/magazines/eos
241,true,https://www.dawn.com/news/1781102/illegal-migrants-or-refugees
242,true,https://www.dawn.com/news/1781102/illegal-migrants-or-refugees
243,true,https://www.dawn.com/authors/7527/arjumand-bano-kazmi
244,true,https://www.dawn.com/news/1781101/history-punjab-in-jerusalem
245,true,https://www.dawn.com/news/1781101/history-punjab-in-jerusalem
246,true,https://www.dawn.com/authors/9974/muhammad-huzaifa-nizam
247,true,https://www.dawn.com/news/1781100/cricket-faraway-so-close
248,true,https://www.dawn.com/news/1781100/cricket-faraway-so-close
249,true,https://www.dawn.com/authors/2020/ijaz-chaudhry
250,true,/magazines/icon
251,true,https://www.dawn.com/news/1781122/spotlight-star-power-to-the-rescue
252,true,https://www.dawn.com/news/1781122/spotlight-star-power-to-the-rescue
253,true,https://www.dawn.com/authors/1245/maliha-rehman
254,true,https://www.dawn.com/news/1781033/the-grapevine
255,true,https://www.dawn.com/news/1781033/the-grapevine
256,true,https://www.dawn.com/authors/1734/pyt
257,true,https://www.dawn.com/news/1780853/wide-angle-strange-yet-familiar
258,true,https://www.dawn.com/news/1780853/wide-angle-strange-yet-familiar
259,true,https://www.dawn.com/authors/10668/barry-langford
260,true,/newspaper/business-finance
261,true,https://www.dawn.com/news/1781373/growing-but-at-what-cost
262,true,https://www.dawn.com/news/1781373/growing-but-at-what-cost
263,true,https://www.dawn.com/news/1781372/renewing-bri-potential-for-growth
264,true,https://www.dawn.com/news/1781371/decoding-goldins-nobel-for-pakistan
265,true,/magazines/young-world
266,true,https://www.dawn.com/news/1781966/cruelty-against-caged-animals
267,true,https://www.dawn.com/news/1781966/cruelty-against-caged-animals
268,true,https://www.dawn.com/news/1781965/mailbox
269,true,https://www.dawn.com/news/1781964/book-review-the-damaged-horseshoe-and-other-stories
270,true,https://aurora.dawn.com
271,true,https://www.dawn.com/news/1782572/good-girls-dont-depend-on-makeup-theyre-born-pretty
272,true,https://aurora.dawn.com/news/1144914/makeup-in-the-age-of-innocence
273,true,https://aurora.dawn.com/news/1144895/looking-good-in-times-of-stress
274,true,https://aurora.dawn.com/news/1144904/waking-up-to-woke
275,true,https://www.chinadaily.com.cn/a/202310/21/WS65332c74a31090682a5e9e45.html
276,true,https://www.chinadaily.com.cn/a/202310/21/WS65332f14a31090682a5e9e4e.html
277,true,https://www.chinadaily.com.cn/a/202310/21/WS65331e34a31090682a5e9e0b.html
278,true,https://asianews.network/
279,true,https://www.chinadaily.com.cn/a/202310/21/WS65332c74a31090682a5e9e45.html
280,true,https://www.chinadaily.com.cn/a/202310/21/WS65332f14a31090682a5e9e4e.html
281,true,https://www.chinadaily.com.cn/a/202310/21/WS65331e34a31090682a5e9e0b.html
282,true,https://asianews.network/
283,true,https://www.dawn.com/news/1751392/advertisment-supplement
284,true,https://www.dawn.com/
285,true,https://www.compunode.com/
286,true,https://www.dawn.com
287,true,https://twitter.com/dawn_com
288,true,https://www.facebook.com/dawndotcom
289,true,https://www.instagram.com/dawn_dot_com/
290,true,https://itunes.apple.com/pk/app/dawn-official-mobile-app/id935631940
291,true,https://play.google.com/store/apps/details?id=com.mictronicx.dawn
292,true,https://appgallery.huawei.com/#/app/C104007373
293,true,/contact
294,true,/terms
295,true,/reproduction-copyrights
296,true,/contribution-guidelines
297,true,/privacy
298,true,/comments-policy
299,true,/code-of-ethics
300,true,/social-media-guidelines
301,true,/subscription
302,true,/marketing
303,true,/sponsor-content
304,true,https://classifieds.dawn.com
305,true,https://obituary.dawn.com
306,true,/prayers-timings
307,true,/stocks
308,true,/weather
309,true,/
310,true,https://herald.dawn.com
311,true,https://aurora.dawn.com
312,true,/prism
313,true,https://www.dawnnews.tv/
314,true,https://images.dawn.com
315,true,/magazines
316,true,https://cityfm89.com
317,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
