No.,allowed,link
1,true,https://epaper.dawn.com
2,true,https://www.dawnnews.tv/watch-live
3,true,https://www.dawnnews.tv
4,true,https://images.dawn.com
5,true,https://herald.dawn.com
6,true,https://aurora.dawn.com
7,true,https://cityfm89.com
8,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
9,true,https://www.dawn.com/advertise
10,true,https://educationexpo.dawn.com
11,true,https://www.dawn.com/events/supplements
12,true,http://classifieds.dawn.com/
13,true,https://obituary.dawn.com
14,true,https://www.dawn.com/
15,true,https://epaper.dawn.com
16,true,//www.dawn.com
17,true,/latest-news
18,true,https://www.dawn.com/trends/gaza-invasion/1
19,true,/pakistan
20,true,/opinion
21,true,/business
22,true,/world
23,true,/entertainment
24,true,/prism
25,true,/sport
26,true,/magazines
27,true,/tech
28,true,/videos
29,true,/popular
30,true,/newspaper
31,true,https://www.dawnrelief.com/
32,true,//www.dawn.com
33,true,/latest-news
34,true,https://www.dawn.com/trends/gaza-invasion/1
35,true,/pakistan
36,true,/opinion
37,true,/business
38,true,/world
39,true,/entertainment
40,true,/prism
41,true,/sport
42,true,/magazines
43,true,/tech
44,true,/videos
45,true,/popular
46,true,/newspaper
47,true,https://www.dawnrelief.com/
48,true,https://www.dawn.com/news/1780518/israeli-army-denies-having-confirmation-of-widely-circulated-claim-that-hamas-beheaded-babies
49,true,https://www.dawn.com/authors/202/dawn-com
50,true,https://www.dawn.com/authors/119/afp
51,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518&display=popup&ref=plugin
52,true,https://twitter.com/share?text=Israeli%20army%20denies%20having%20confirmation%20of%20widely%20circulated%20claim%20that%20Hamas%20beheaded%20babies&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518
53,true,WhatsApp://send?text=Israeli%20army%20denies%20having%20confirmation%20of%20widely%20circulated%20claim%20that%20Hamas%20beheaded%20babies%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518%3Fref%3Dwhatsapp
54,true,https://www.dawn.com/news/print/1780518
55,true,javascript:void(0)
56,true,#comments
57,true,https://www.aa.com.tr/en/middle-east/israeli-army-says-it-does-not-have-confirmation-about-allegations-that-hamas-beheaded-babies-/3014787
58,true,https://twitter.com/Israel
59,true,https://twitter.com/Israel/status/1711730914471092404
60,true,https://twitter.com/nicole_zedek/status/1711721433968111855
61,true,https://www.cbsnews.com/news/israel-babies-killed-hamas-terror-attack-kibbutz-kfar-aza-first-responders-say/
62,true,https://timesofindia.indiatimes.com/world/middle-east/hamas-attack-on-israel-kfar-aza-kibbutz-hamas-israel-war/articleshow/104329169.cms?from=mdr
63,true,https://news.sky.com/story/its-important-to-separate-the-facts-from-speculation-what-we-actually-know-about-the-viral-report-of-beheaded-babies-in-israel-12982329
64,true,https://twitter.com/OrenZiv_/status/1712038436910055925
65,true,/trends/gaza-invasion
66,true,/world
67,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518&display=popup&ref=plugin
68,true,https://twitter.com/share?text=Israeli%20army%20denies%20having%20confirmation%20of%20widely%20circulated%20claim%20that%20Hamas%20beheaded%20babies&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518
69,true,WhatsApp://send?text=Israeli%20army%20denies%20having%20confirmation%20of%20widely%20circulated%20claim%20that%20Hamas%20beheaded%20babies%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1780518%3Fref%3Dwhatsapp
70,true,https://www.dawn.com/news/print/1780518
71,true,javascript:void(0)
72,true,#comments
73,true,https://www.dawn.com/news/1779971/netanyahu-tells-palestinians-in-gaza-to-leave-now-as-almost-1000-killed-in-israel-hamas-conflict
74,true,https://www.dawn.com/news/1779971/netanyahu-tells-palestinians-in-gaza-to-leave-now-as-almost-1000-killed-in-israel-hamas-conflict
75,true,https://www.dawn.com/news/1780335/israel-pounds-gaza-with-deadly-airstrikes-as-un-says-total-siege-prohibited-under-international-law
76,true,https://www.dawn.com/news/1780335/israel-pounds-gaza-with-deadly-airstrikes-as-un-says-total-siege-prohibited-under-international-law
77,true,https://www.dawn.com/news/1779807/surprise-hamas-attack-met-with-retaliatory-air-strikes-from-israel
78,true,https://www.dawn.com/news/1779807/surprise-hamas-attack-met-with-retaliatory-air-strikes-from-israel
79,true,https://www.dawn.com/news/1782361/
80,true,https://www.dawnnews.tv/news/1213620/
81,true,https://www.dawn.com/news/1782355/
82,true,https://www.dawnnews.tv/news/1213937/
83,true,https://www.dawn.com/news/1782116/
84,true,https://www.dawnnews.tv/news/1213721/
85,true,https://www.youtube.com/c/DawnNewsEnglish
86,true,https://www.youtube.com/watch?v=QuCSJSOgrdI
87,true,https://www.youtube.com/watch?v=QuCSJSOgrdI
88,true,https://www.youtube.com/watch?v=d-2BpOMzCQ4
89,true,https://www.youtube.com/watch?v=d-2BpOMzCQ4
90,true,https://www.youtube.com/watch?v=WI7-3K7cQWo
91,true,https://www.youtube.com/watch?v=WI7-3K7cQWo
92,true,https://www.youtube.com/watch?v=bYstq1T8RGk
93,true,https://www.youtube.com/watch?v=bYstq1T8RGk
94,true,https://www.youtube.com/watch?v=sYCrdXhUAvY
95,true,https://www.youtube.com/watch?v=sYCrdXhUAvY
96,true,https://www.youtube.com/watch?v=OFXfQOkjpgw
97,true,https://www.youtube.com/watch?v=OFXfQOkjpgw
98,true,https://www.youtube.com/watch?v=vOODNFuouV0
99,true,https://www.youtube.com/watch?v=vOODNFuouV0
100,true,https://www.youtube.com/watch?v=knNStia7ZbM
101,true,https://www.youtube.com/watch?v=knNStia7ZbM
102,true,/latest-news
103,true,https://www.dawn.com/news/1782395/pti-ally-sheikh-rashid-resurfaces-says-he-was-on-pilgrimage
104,true,https://www.dawn.com/news/1782395/pti-ally-sheikh-rashid-resurfaces-says-he-was-on-pilgrimage
105,true,https://www.dawn.com/news/1782379/4-terrorists-killed-in-intelligence-based-operation-in-kps-lakki-marwat-ispr
106,true,https://www.dawn.com/news/1782379/4-terrorists-killed-in-intelligence-based-operation-in-kps-lakki-marwat-ispr
107,true,https://www.dawn.com/news/1782341/canada-cuts-some-consular-services-in-india-amid-row-over-sikh-leaders-murder
108,true,https://www.dawn.com/news/1782341/canada-cuts-some-consular-services-in-india-amid-row-over-sikh-leaders-murder
109,true,https://www.dawn.com/news/1782335/sc-to-take-up-pleas-challenging-military-trials-of-civilians-on-oct-23
110,true,https://www.dawn.com/news/1782335/sc-to-take-up-pleas-challenging-military-trials-of-civilians-on-oct-23
111,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
112,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
113,true,https://www.dawn.com/news/1782323/current-account-deficit-contracts-to-8m-in-sept
114,true,https://www.dawn.com/news/1782323/current-account-deficit-contracts-to-8m-in-sept
115,true,https://images.dawn.com
116,true,https://www.dawn.com/news/1782366/the-internet-schools-american-actor-sarah-silverman-on-the-plight-of-palestinians
117,true,https://images.dawn.com/news/1192068/the-internet-schools-american-actor-sarah-silverman-on-the-plight-of-palestinians
118,true,https://www.dawn.com/news/1782322/mtv-europe-music-awards-cancelled-amid-israel-gaza-crisis
119,true,https://images.dawn.com/news/1192067/mtv-europe-music-awards-cancelled-amid-israel-gaza-crisis
120,true,https://www.dawn.com/news/1782317/going-loco-for-local-pure-desis-traditional-and-gentle-ubtan-is-here-to-change-your-skincare-game
121,true,https://images.dawn.com/news/1192039/going-loco-for-local-pure-desis-traditional-and-gentle-ubtan-is-here-to-change-your-skincare-game
122,true,/popular
123,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
124,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
125,true,https://www.dawn.com/news/1782249/situationer-indias-garden-city-welcomes-the-world-cup
126,true,https://www.dawn.com/news/1782249/situationer-indias-garden-city-welcomes-the-world-cup
127,true,https://www.dawn.com/news/1782246/canada-pulls-41-diplomats-from-india
128,true,https://www.dawn.com/news/1782246/canada-pulls-41-diplomats-from-india
129,true,https://www.dawn.com/news/1782298/cartoon-20-october-2023
130,true,https://www.dawn.com/news/1782298/cartoon-20-october-2023
131,true,https://www.dawn.com/news/1782121/fakhar-zaman-unavailable-for-world-cup-selection-until-next-week-after-suffering-knee-injury
132,true,https://www.dawn.com/news/1782121/fakhar-zaman-unavailable-for-world-cup-selection-until-next-week-after-suffering-knee-injury
133,true,https://www.dawn.com/news/1782119/in-meeting-with-xi-pm-kakar-hails-pak-china-partnership-as-made-in-heaven
134,true,https://www.dawn.com/news/1782119/in-meeting-with-xi-pm-kakar-hails-pak-china-partnership-as-made-in-heaven
135,true,https://www.dawn.com/news/1782260/sc-suspends-phc-order-granting-blanket-bail-to-pti-leaders
136,true,https://www.dawn.com/news/1782260/sc-suspends-phc-order-granting-blanket-bail-to-pti-leaders
137,true,https://www.dawn.com/news/1782273/us-official-resigns-over-military-aid-to-israel
138,true,https://www.dawn.com/news/1782273/us-official-resigns-over-military-aid-to-israel
139,true,https://www.dawn.com/news/1782112/veteran-lawyer-sm-zafar-passes-away-in-lahore
140,true,https://www.dawn.com/news/1782112/veteran-lawyer-sm-zafar-passes-away-in-lahore
141,true,/must-read
142,true,https://www.dawn.com/news/1782383/israeli-police-crack-down-on-arab-citizens-expressing-solidarity-with-gaza
143,true,https://www.dawn.com/news/1782383/israeli-police-crack-down-on-arab-citizens-expressing-solidarity-with-gaza
144,true,https://www.dawn.com/authors/422/reuters
145,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
146,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
147,true,https://www.dawn.com/authors/1707/qasim-a-moini
148,true,https://www.dawn.com/news/1782340/rather-be-with-them-gaza-students-in-egypt-fear-worst-for-families
149,true,https://www.dawn.com/news/1782340/rather-be-with-them-gaza-students-in-egypt-fear-worst-for-families
150,true,https://www.dawn.com/authors/119/afp
151,true,https://www.dawn.com/news/1782314/gaza-and-kashmir-have-become-small-scale-models-of-a-hellish-world-in-the-making-for-our-children
152,true,https://www.dawn.com/news/1782289
153,true,https://www.dawn.com/news/1782351/editorial-high-death-toll-of-journalists-covering-gaza-reflects-disdain-for-civilian-lives-particularly-by-israelis
154,true,https://www.dawn.com/news/1782285
155,true,/opinion
156,true,https://www.dawn.com/news/1782290/waste-not-the-crises
157,true,https://www.dawn.com/news/1782290/waste-not-the-crises
158,true,https://www.dawn.com/authors/9300/zafar-mirza
159,true,https://www.dawn.com/news/1782289/ana-dammi-filasteeni
160,true,https://www.dawn.com/news/1782289/ana-dammi-filasteeni
161,true,https://www.dawn.com/authors/3400/ashraf-jehangir-qazi
162,true,https://www.dawn.com/news/1782288/reach-the-masses
163,true,https://www.dawn.com/news/1782288/reach-the-masses
164,true,https://www.dawn.com/authors/975/zubeida-mustafa
165,true,https://www.dawn.com/news/1782287/not-worth-it
166,true,https://www.dawn.com/news/1782287/not-worth-it
167,true,https://www.dawn.com/authors/9945/nazir-a-jogezai
168,true,https://www.dawn.com/news/1782014/accessing-climate-finance
169,true,https://www.dawn.com/news/1782014/accessing-climate-finance
170,true,https://www.dawn.com/authors/4987/ali-tauqeer-sheikh
171,true,/opinion
172,true,https://www.dawn.com/news/1782286/cpecs-potential
173,true,https://www.dawn.com/news/1782286/cpecs-potential
174,true,https://www.dawn.com/news/1782285/media-under-fire
175,true,https://www.dawn.com/news/1782285/media-under-fire
176,true,https://www.dawn.com/news/1782284/unjust-bloodshed
177,true,https://www.dawn.com/news/1782284/unjust-bloodshed
178,true,https://www.dawn.com/news/1782010/israeli-barbarism
179,true,https://www.dawn.com/news/1782010/israeli-barbarism
180,true,https://www.dawn.com/news/1782009/slippery-customer
181,true,https://www.dawn.com/news/1782009/slippery-customer
182,true,https://www.dawn.com/news/1782008/football-hope
183,true,https://www.dawn.com/news/1782008/football-hope
184,true,https://www.dawn.com/news/1782012/abrahams-seed
185,true,https://www.dawn.com/news/1782012/abrahams-seed
186,true,https://www.dawn.com/news/1782012/abrahams-seed
187,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
188,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
189,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
190,true,https://www.dawn.com/
191,true,https://www.compunode.com/
192,true,https://www.dawn.com
193,true,https://twitter.com/dawn_com
194,true,https://www.facebook.com/dawndotcom
195,true,https://www.instagram.com/dawn_dot_com/
196,true,https://itunes.apple.com/pk/app/dawn-official-mobile-app/id935631940
197,true,https://play.google.com/store/apps/details?id=com.mictronicx.dawn
198,true,https://appgallery.huawei.com/#/app/C104007373
199,true,/contact
200,true,/terms
201,true,/reproduction-copyrights
202,true,/contribution-guidelines
203,true,/privacy
204,true,/comments-policy
205,true,/code-of-ethics
206,true,/social-media-guidelines
207,true,/subscription
208,true,/marketing
209,true,/sponsor-content
210,true,https://classifieds.dawn.com
211,true,https://obituary.dawn.com
212,true,/prayers-timings
213,true,/stocks
214,true,/weather
215,true,/
216,true,https://herald.dawn.com
217,true,https://aurora.dawn.com
218,true,/prism
219,true,https://www.dawnnews.tv/
220,true,https://images.dawn.com
221,true,/magazines
222,true,https://cityfm89.com
223,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
