No.,allowed,link
1,true,https://epaper.dawn.com
2,true,https://www.dawnnews.tv/watch-live
3,true,https://www.dawnnews.tv
4,true,https://images.dawn.com
5,true,https://herald.dawn.com
6,true,https://aurora.dawn.com
7,true,https://cityfm89.com
8,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
9,true,https://www.dawn.com/advertise
10,true,https://educationexpo.dawn.com
11,true,https://www.dawn.com/events/supplements
12,true,http://classifieds.dawn.com/
13,true,https://obituary.dawn.com
14,true,https://www.dawn.com/
15,true,https://epaper.dawn.com
16,true,//www.dawn.com
17,true,/latest-news
18,true,https://www.dawn.com/trends/gaza-invasion/1
19,true,/pakistan
20,true,/opinion
21,true,/business
22,true,/world
23,true,/entertainment
24,true,/prism
25,true,/sport
26,true,/magazines
27,true,/tech
28,true,/videos
29,true,/popular
30,true,/newspaper
31,true,https://www.dawnrelief.com/
32,true,//www.dawn.com
33,true,/latest-news
34,true,https://www.dawn.com/trends/gaza-invasion/1
35,true,/pakistan
36,true,/opinion
37,true,/business
38,true,/world
39,true,/entertainment
40,true,/prism
41,true,/sport
42,true,/magazines
43,true,/tech
44,true,/videos
45,true,/popular
46,true,/newspaper
47,true,https://www.dawnrelief.com/
48,true,https://www.dawn.com/news/1779807/surprise-hamas-attack-met-with-retaliatory-air-strikes-from-israel
49,true,https://www.dawn.com/authors/119/afp
50,true,https://www.dawn.com/authors/422/reuters
51,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807&display=popup&ref=plugin
52,true,https://twitter.com/share?text=Surprise%20Hamas%20attack%20met%20with%20retaliatory%20air%20strikes%20from%20Israel&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807
53,true,WhatsApp://send?text=Surprise%20Hamas%20attack%20met%20with%20retaliatory%20air%20strikes%20from%20Israel%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807%3Fref%3Dwhatsapp
54,true,https://www.dawn.com/news/print/1779807
55,true,javascript:void(0)
56,true,#comments
57,true,https://twitter.com/AFP/status/1710594806181728640
58,true,#day-of-the-greatest-battle
59,true,#biden-offers-support-to-netanyahu
60,true,#backdrop-of-surging-violence
61,true,/trends/gaza-invasion
62,true,/trends/palestinian-crisis
63,true,/world
64,true,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807&display=popup&ref=plugin
65,true,https://twitter.com/share?text=Surprise%20Hamas%20attack%20met%20with%20retaliatory%20air%20strikes%20from%20Israel&url=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807&counturl=https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807
66,true,WhatsApp://send?text=Surprise%20Hamas%20attack%20met%20with%20retaliatory%20air%20strikes%20from%20Israel%20-%20https%3A%2F%2Fwww.dawn.com%2Fnews%2F1779807%3Fref%3Dwhatsapp
67,true,https://www.dawn.com/news/print/1779807
68,true,javascript:void(0)
69,true,#comments
70,true,https://www.dawn.com/news/1779826/world-reacts-to-hamas-attack-on-israel
71,true,https://www.dawn.com/news/1779826/world-reacts-to-hamas-attack-on-israel
72,true,https://www.dawn.com/news/1746761/israel-hits-syria-after-rockets-fired-towards-golan-heights
73,true,https://www.dawn.com/news/1746761/israel-hits-syria-after-rockets-fired-towards-golan-heights
74,true,https://www.dawn.com/news/1746349/barrage-of-rockets-targets-israel-after-al-aqsa-clashes
75,true,https://www.dawn.com/news/1746349/barrage-of-rockets-targets-israel-after-al-aqsa-clashes
76,true,https://www.dawn.com/news/1782361/
77,true,https://www.dawnnews.tv/news/1213620/
78,true,https://www.dawn.com/news/1782355/
79,true,https://www.dawnnews.tv/news/1213937/
80,true,https://www.dawn.com/news/1782116/
81,true,https://www.dawnnews.tv/news/1213721/
82,true,https://www.youtube.com/c/DawnNewsEnglish
83,true,https://www.youtube.com/watch?v=QuCSJSOgrdI
84,true,https://www.youtube.com/watch?v=QuCSJSOgrdI
85,true,https://www.youtube.com/watch?v=d-2BpOMzCQ4
86,true,https://www.youtube.com/watch?v=d-2BpOMzCQ4
87,true,https://www.youtube.com/watch?v=WI7-3K7cQWo
88,true,https://www.youtube.com/watch?v=WI7-3K7cQWo
89,true,https://www.youtube.com/watch?v=bYstq1T8RGk
90,true,https://www.youtube.com/watch?v=bYstq1T8RGk
91,true,https://www.youtube.com/watch?v=sYCrdXhUAvY
92,true,https://www.youtube.com/watch?v=sYCrdXhUAvY
93,true,https://www.youtube.com/watch?v=OFXfQOkjpgw
94,true,https://www.youtube.com/watch?v=OFXfQOkjpgw
95,true,https://www.youtube.com/watch?v=vOODNFuouV0
96,true,https://www.youtube.com/watch?v=vOODNFuouV0
97,true,https://www.youtube.com/watch?v=knNStia7ZbM
98,true,https://www.youtube.com/watch?v=knNStia7ZbM
99,true,/latest-news
100,true,https://www.dawn.com/news/1782395/pti-ally-sheikh-rashid-resurfaces-says-he-was-on-pilgrimage
101,true,https://www.dawn.com/news/1782395/pti-ally-sheikh-rashid-resurfaces-says-he-was-on-pilgrimage
102,true,https://www.dawn.com/news/1782379/4-terrorists-killed-in-intelligence-based-operation-in-kps-lakki-marwat-ispr
103,true,https://www.dawn.com/news/1782379/4-terrorists-killed-in-intelligence-based-operation-in-kps-lakki-marwat-ispr
104,true,https://www.dawn.com/news/1782341/canada-cuts-some-consular-services-in-india-amid-row-over-sikh-leaders-murder
105,true,https://www.dawn.com/news/1782341/canada-cuts-some-consular-services-in-india-amid-row-over-sikh-leaders-murder
106,true,https://www.dawn.com/news/1782335/sc-to-take-up-pleas-challenging-military-trials-of-civilians-on-oct-23
107,true,https://www.dawn.com/news/1782335/sc-to-take-up-pleas-challenging-military-trials-of-civilians-on-oct-23
108,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
109,true,https://www.dawn.com/news/1782334/warner-marsh-fireworks-as-australia-outclass-pakistan-by-62-runs
110,true,https://www.dawn.com/news/1782323/current-account-deficit-contracts-to-8m-in-sept
111,true,https://www.dawn.com/news/1782323/current-account-deficit-contracts-to-8m-in-sept
112,true,https://images.dawn.com
113,true,https://www.dawn.com/news/1782366/the-internet-schools-american-actor-sarah-silverman-on-the-plight-of-palestinians
114,true,https://images.dawn.com/news/1192068/the-internet-schools-american-actor-sarah-silverman-on-the-plight-of-palestinians
115,true,https://www.dawn.com/news/1782322/mtv-europe-music-awards-cancelled-amid-israel-gaza-crisis
116,true,https://images.dawn.com/news/1192067/mtv-europe-music-awards-cancelled-amid-israel-gaza-crisis
117,true,https://www.dawn.com/news/1782317/going-loco-for-local-pure-desis-traditional-and-gentle-ubtan-is-here-to-change-your-skincare-game
118,true,https://images.dawn.com/news/1192039/going-loco-for-local-pure-desis-traditional-and-gentle-ubtan-is-here-to-change-your-skincare-game
119,true,/popular
120,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
121,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
122,true,https://www.dawn.com/news/1782249/situationer-indias-garden-city-welcomes-the-world-cup
123,true,https://www.dawn.com/news/1782249/situationer-indias-garden-city-welcomes-the-world-cup
124,true,https://www.dawn.com/news/1782246/canada-pulls-41-diplomats-from-india
125,true,https://www.dawn.com/news/1782246/canada-pulls-41-diplomats-from-india
126,true,https://www.dawn.com/news/1782298/cartoon-20-october-2023
127,true,https://www.dawn.com/news/1782298/cartoon-20-october-2023
128,true,https://www.dawn.com/news/1782121/fakhar-zaman-unavailable-for-world-cup-selection-until-next-week-after-suffering-knee-injury
129,true,https://www.dawn.com/news/1782121/fakhar-zaman-unavailable-for-world-cup-selection-until-next-week-after-suffering-knee-injury
130,true,https://www.dawn.com/news/1782119/in-meeting-with-xi-pm-kakar-hails-pak-china-partnership-as-made-in-heaven
131,true,https://www.dawn.com/news/1782119/in-meeting-with-xi-pm-kakar-hails-pak-china-partnership-as-made-in-heaven
132,true,https://www.dawn.com/news/1782260/sc-suspends-phc-order-granting-blanket-bail-to-pti-leaders
133,true,https://www.dawn.com/news/1782260/sc-suspends-phc-order-granting-blanket-bail-to-pti-leaders
134,true,https://www.dawn.com/news/1782273/us-official-resigns-over-military-aid-to-israel
135,true,https://www.dawn.com/news/1782273/us-official-resigns-over-military-aid-to-israel
136,true,https://www.dawn.com/news/1782112/veteran-lawyer-sm-zafar-passes-away-in-lahore
137,true,https://www.dawn.com/news/1782112/veteran-lawyer-sm-zafar-passes-away-in-lahore
138,true,/must-read
139,true,https://www.dawn.com/news/1782383/israeli-police-crack-down-on-arab-citizens-expressing-solidarity-with-gaza
140,true,https://www.dawn.com/news/1782383/israeli-police-crack-down-on-arab-citizens-expressing-solidarity-with-gaza
141,true,https://www.dawn.com/authors/422/reuters
142,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
143,true,https://www.dawn.com/news/1782087/the-ideological-evolution-of-hamas
144,true,https://www.dawn.com/authors/1707/qasim-a-moini
145,true,https://www.dawn.com/news/1782340/rather-be-with-them-gaza-students-in-egypt-fear-worst-for-families
146,true,https://www.dawn.com/news/1782340/rather-be-with-them-gaza-students-in-egypt-fear-worst-for-families
147,true,https://www.dawn.com/authors/119/afp
148,true,https://www.dawn.com/news/1782314/gaza-and-kashmir-have-become-small-scale-models-of-a-hellish-world-in-the-making-for-our-children
149,true,https://www.dawn.com/news/1782289
150,true,https://www.dawn.com/news/1782351/editorial-high-death-toll-of-journalists-covering-gaza-reflects-disdain-for-civilian-lives-particularly-by-israelis
151,true,https://www.dawn.com/news/1782285
152,true,/opinion
153,true,https://www.dawn.com/news/1782290/waste-not-the-crises
154,true,https://www.dawn.com/news/1782290/waste-not-the-crises
155,true,https://www.dawn.com/authors/9300/zafar-mirza
156,true,https://www.dawn.com/news/1782289/ana-dammi-filasteeni
157,true,https://www.dawn.com/news/1782289/ana-dammi-filasteeni
158,true,https://www.dawn.com/authors/3400/ashraf-jehangir-qazi
159,true,https://www.dawn.com/news/1782288/reach-the-masses
160,true,https://www.dawn.com/news/1782288/reach-the-masses
161,true,https://www.dawn.com/authors/975/zubeida-mustafa
162,true,https://www.dawn.com/news/1782287/not-worth-it
163,true,https://www.dawn.com/news/1782287/not-worth-it
164,true,https://www.dawn.com/authors/9945/nazir-a-jogezai
165,true,https://www.dawn.com/news/1782014/accessing-climate-finance
166,true,https://www.dawn.com/news/1782014/accessing-climate-finance
167,true,https://www.dawn.com/authors/4987/ali-tauqeer-sheikh
168,true,/opinion
169,true,https://www.dawn.com/news/1782286/cpecs-potential
170,true,https://www.dawn.com/news/1782286/cpecs-potential
171,true,https://www.dawn.com/news/1782285/media-under-fire
172,true,https://www.dawn.com/news/1782285/media-under-fire
173,true,https://www.dawn.com/news/1782284/unjust-bloodshed
174,true,https://www.dawn.com/news/1782284/unjust-bloodshed
175,true,https://www.dawn.com/news/1782010/israeli-barbarism
176,true,https://www.dawn.com/news/1782010/israeli-barbarism
177,true,https://www.dawn.com/news/1782009/slippery-customer
178,true,https://www.dawn.com/news/1782009/slippery-customer
179,true,https://www.dawn.com/news/1782008/football-hope
180,true,https://www.dawn.com/news/1782008/football-hope
181,true,https://www.dawn.com/news/1782012/abrahams-seed
182,true,https://www.dawn.com/news/1782012/abrahams-seed
183,true,https://www.dawn.com/news/1782012/abrahams-seed
184,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
185,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
186,true,https://www.dawn.com/news/1782142/ton-up-kohli-stars-as-india-overwhelm-bangladesh-in-world-cup
187,true,https://www.dawn.com/
188,true,https://www.compunode.com/
189,true,https://www.dawn.com
190,true,https://twitter.com/dawn_com
191,true,https://www.facebook.com/dawndotcom
192,true,https://www.instagram.com/dawn_dot_com/
193,true,https://itunes.apple.com/pk/app/dawn-official-mobile-app/id935631940
194,true,https://play.google.com/store/apps/details?id=com.mictronicx.dawn
195,true,https://appgallery.huawei.com/#/app/C104007373
196,true,/contact
197,true,/terms
198,true,/reproduction-copyrights
199,true,/contribution-guidelines
200,true,/privacy
201,true,/comments-policy
202,true,/code-of-ethics
203,true,/social-media-guidelines
204,true,/subscription
205,true,/marketing
206,true,/sponsor-content
207,true,https://classifieds.dawn.com
208,true,https://obituary.dawn.com
209,true,/prayers-timings
210,true,/stocks
211,true,/weather
212,true,/
213,true,https://herald.dawn.com
214,true,https://aurora.dawn.com
215,true,/prism
216,true,https://www.dawnnews.tv/
217,true,https://images.dawn.com
218,true,/magazines
219,true,https://cityfm89.com
220,true,https://www.youtube.com/channel/UCkMdI0K-74jAjOmh5J5H97Q
